address_from,address_to,amount,date_time
\xc8e350d57ea14b8b606720d2a8e4d70ab458949c,\xb2f65569b5d90e95f61791b5a33d6046d4e2ed35,0.68000000000000000000,2022-08-05T16:30:08+00:00
\xc098b2a3aa256d2140208c3de6543aaef5cd3a94,\xad7242cad29b9fa7553cbb0cf6fa1a4a119d6f70,0.17846420000000000000,2022-08-05T16:30:08+00:00
\x3a3702a2575fc282c0892bc4907817fc19b60052,\x000000000dfde7deaf24138722987c9a6991e2d4,0.000000000000000000000000000000000000,2022-08-05T16:30:08+00:00
\x2faf487a4414fe77e2327f0bf4ae2a264a776ad2,\xbd8c239c413be40648aecb6cacf5282608b546ba,0.12000000000000000000,2022-08-05T16:30:08+00:00
\x9886a1606c896d8859c4b8b08fa478d744562505,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.000000000000000000000000000000000000,2022-08-05T16:30:08+00:00
\xe2a3c03c9585b01f76fe2d7ea0f3e9a6eefb9ded,\x881d40237659c251811cec9c364ef91dc08d300c,0.000000000000000000000000000000000000,2022-08-05T16:30:08+00:00
\xea2cd69f19f303bbe1c8a3114551cf7f0c6513e4,\x881d40237659c251811cec9c364ef91dc08d300c,0.000000000000000000000000000000000000,2022-08-05T16:30:08+00:00
\x8bd9c4b5ea8f6f14c9b14d830ddb67f3720d77f6,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.60000000000000000000,2022-08-05T16:30:08+00:00
\x1767530ab94a1678f22e13fc925e544b37b399ea,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.29000000000000000000,2022-08-05T16:30:08+00:00
\x2faf487a4414fe77e2327f0bf4ae2a264a776ad2,\x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0.000000000000000000000000000000000000,2022-08-05T16:30:08+00:00
\x32a3d0dacbc7362a977dcde31f063e4b1c76de3c,\x03f34be1bf910116595db1b11e9d1b2ca5d59659,0.000000000000000000000000000000000000,2022-08-05T16:30:08+00:00
\x5fd2c02689d138547b7b1b9e7d9a309d5a03edcd,\xd64026ae824bf7062ad74ad2741733a120569f2a,0.000000000000000000000000000000000000,2022-08-05T16:30:08+00:00
\x84b31213ccfa12d5e01f3323ac10c4686b001bf4,\x7a250d5630b4cf539739df2c5dacb4c659f2488d,0.000000000000000000000000000000000000,2022-08-05T16:30:08+00:00
\x93232b83e99cf454de91df7bd477fb3ec8828f64,\xf25c91c87e0b1fd9b4064af0f427157aab0193a7,0.000000000000000000000000000000000000,2022-08-05T16:30:08+00:00
\x4103c267fba03a1df4fe84bc28092d629fa3f422,\xc02bdb850930e943f6a6446f2cc9c4f2347c03e7,0.72471200000000000000,2022-08-05T16:30:08+00:00
\x027c6b9cf0033cf5bb02f9811ec0c8832c2555a4,\x15d4c048f83bd7e37d49ea4c83a07267ec4203da,0.000000000000000000000000000000000000,2022-08-05T16:30:08+00:00
\x45dcf9ed7fac54b89df2200e358a7a0829afccf8,\xf1c2dd9bd863f2444086b739383f1043e6b88f69,0.00500000000000000000,2022-08-05T16:30:08+00:00
