address_from,address_to,amount,date_time
\x008c84421da5527f462886cec43d2717b686a7e4,\x6f3e6272a167e8accb32072d08e0957f9c79223d,0.000000000000000000000000000000000000,2022-08-08T20:32:48+00:00
\x020ca66c30bec2c4fe3861a94e4db4a498a35872,\x4d224452801aced8b2f0aebe155379bb5d594381,0.000000000000000000000000000000000000,2022-08-10T00:06:17+00:00
\xf6b6f07862a02c85628b3a9688beae07fea9c863,\xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0.000000000000000000000000000000000000,2022-08-08T20:53:00+00:00
\x008c84421da5527f462886cec43d2717b686a7e4,\xc2edad668740f1aa35e4d8f227fb8e17dca888cd,0.000000000000000000000000000000000000,2022-08-08T21:16:05+00:00
\x008c84421da5527f462886cec43d2717b686a7e4,\xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,0.000000000000000000000000000000000000,2022-08-08T21:17:47+00:00
\x4754b7e3dede42d71d6c92978f25f306176ec7e9,\x55e0f7a3bb39a28bd7bcc458e04b3cf00ad3219e,0.16000000000000000000,2022-08-08T23:18:10+00:00
\x4754b7e3dede42d71d6c92978f25f306176ec7e9,\x55e0f7a3bb39a28bd7bcc458e04b3cf00ad3219e,0.16000000000000000000,2022-08-08T23:18:38+00:00
\xf8a065f287d91d77cd626af38ffa220d9b552a2b,\x00000000006c3852cbef3e08e8df289169ede581,0.75000000000000000000,2022-08-09T00:03:08+00:00
\x4754b7e3dede42d71d6c92978f25f306176ec7e9,\x55e0f7a3bb39a28bd7bcc458e04b3cf00ad3219e,0.06000000000000000000,2022-08-09T01:03:20+00:00
\x4754b7e3dede42d71d6c92978f25f306176ec7e9,\x55e0f7a3bb39a28bd7bcc458e04b3cf00ad3219e,0.08000000000000000000,2022-08-09T01:04:25+00:00
\xf8a065f287d91d77cd626af38ffa220d9b552a2b,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4.0000000000000000,2022-08-09T01:08:55+00:00
\xf8a065f287d91d77cd626af38ffa220d9b552a2b,\x4a3ed43dfc8a116882d95dcabf1ebabd712fba0b,0.000000000000000000000000000000000000,2022-08-09T01:30:15+00:00
\xf8a065f287d91d77cd626af38ffa220d9b552a2b,\x00000000006c3852cbef3e08e8df289169ede581,0.24900000000000000000,2022-08-09T01:36:01+00:00
\x4754b7e3dede42d71d6c92978f25f306176ec7e9,\x55e0f7a3bb39a28bd7bcc458e04b3cf00ad3219e,0.16000000000000000000,2022-08-09T06:42:02+00:00
\x4754b7e3dede42d71d6c92978f25f306176ec7e9,\x55e0f7a3bb39a28bd7bcc458e04b3cf00ad3219e,0.05000000000000000000,2022-08-09T08:23:35+00:00
\x4754b7e3dede42d71d6c92978f25f306176ec7e9,\x688c3e4658b5367da06fd629e41879beab538e37,0.000000000000000000000000000000000000,2022-08-09T12:29:18+00:00
\x4754b7e3dede42d71d6c92978f25f306176ec7e9,\x688c3e4658b5367da06fd629e41879beab538e37,0.000000000000000000000000000000000000,2022-08-09T12:29:18+00:00
\x4754b7e3dede42d71d6c92978f25f306176ec7e9,\xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,0.000000000000000000000000000000000000,2022-08-09T12:29:59+00:00
\x4754b7e3dede42d71d6c92978f25f306176ec7e9,\xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,0.000000000000000000000000000000000000,2022-08-09T12:30:22+00:00
\x020ca66c30bec2c4fe3861a94e4db4a498a35872,\x00000000006c3852cbef3e08e8df289169ede581,0.000000000000000000000000000000000000,2022-08-10T00:17:54+00:00
\x87757c7fd54d892176e9ecec6767bc16e04a06a8,\x52ec2f3d7c5977a8e558c8d9c6000b615098e8fc,0.02300000000000000000,2022-08-09T14:12:05+00:00
\x020ca66c30bec2c4fe3861a94e4db4a498a35872,\x00000000006c3852cbef3e08e8df289169ede581,0.000000000000000000000000000000000000,2022-08-09T14:26:03+00:00
\xe26d78c6bff297bbc2da3f80fea9a42028a4260f,\x2573c60a6d127755aa2dc85e342f7da2378a0cc5,0.000000000000000000000000000000000000,2022-08-09T14:29:53+00:00
\x020ca66c30bec2c4fe3861a94e4db4a498a35872,\x00000000006c3852cbef3e08e8df289169ede581,0.000000000000000000000000000000000000,2022-08-09T14:52:27+00:00
\x4754b7e3dede42d71d6c92978f25f306176ec7e9,\x6f3e6272a167e8accb32072d08e0957f9c79223d,0.000000000000000000000000000000000000,2022-08-09T15:09:46+00:00
\x020ca66c30bec2c4fe3861a94e4db4a498a35872,\x00000000006c3852cbef3e08e8df289169ede581,0.000000000000000000000000000000000000,2022-08-10T00:19:19+00:00
\x4754b7e3dede42d71d6c92978f25f306176ec7e9,\x55e0f7a3bb39a28bd7bcc458e04b3cf00ad3219e,0.15000000000000000000,2022-08-09T15:54:43+00:00
\x48a76d84c5ee48ec1833d9b12ac2c6fe87636eef,\xb88f61e6fbda83fbfffabe364112137480398018,0.000000000000000000000000000000000000,2022-08-09T16:59:34+00:00
\x4754b7e3dede42d71d6c92978f25f306176ec7e9,\x55e0f7a3bb39a28bd7bcc458e04b3cf00ad3219e,0.12000000000000000000,2022-08-09T18:14:00+00:00
\x4754b7e3dede42d71d6c92978f25f306176ec7e9,\x55e0f7a3bb39a28bd7bcc458e04b3cf00ad3219e,0.15000000000000000000,2022-08-09T18:14:49+00:00
\x4754b7e3dede42d71d6c92978f25f306176ec7e9,\x55e0f7a3bb39a28bd7bcc458e04b3cf00ad3219e,0.15000000000000000000,2022-08-09T18:15:41+00:00
\x4754b7e3dede42d71d6c92978f25f306176ec7e9,\x55e0f7a3bb39a28bd7bcc458e04b3cf00ad3219e,0.05000000000000000000,2022-08-09T18:37:02+00:00
\x4754b7e3dede42d71d6c92978f25f306176ec7e9,\x55e0f7a3bb39a28bd7bcc458e04b3cf00ad3219e,0.11000000000000000000,2022-08-09T18:38:01+00:00
\xf8a065f287d91d77cd626af38ffa220d9b552a2b,\x00000000006c3852cbef3e08e8df289169ede581,0.000000000000000000000000000000000000,2022-08-09T21:43:13+00:00
\x020ca66c30bec2c4fe3861a94e4db4a498a35872,\x00000000006c3852cbef3e08e8df289169ede581,0.000000000000000000000000000000000000,2022-08-10T00:24:51+00:00
\x020ca66c30bec2c4fe3861a94e4db4a498a35872,\x00000000006c3852cbef3e08e8df289169ede581,0.000000000000000000000000000000000000,2022-08-10T00:27:38+00:00
\x020ca66c30bec2c4fe3861a94e4db4a498a35872,\x00000000006c3852cbef3e08e8df289169ede581,0.000000000000000000000000000000000000,2022-08-10T00:30:59+00:00
\x020ca66c30bec2c4fe3861a94e4db4a498a35872,\x00000000006c3852cbef3e08e8df289169ede581,0.000000000000000000000000000000000000,2022-08-10T00:32:59+00:00
\x020ca66c30bec2c4fe3861a94e4db4a498a35872,\x00000000006c3852cbef3e08e8df289169ede581,0.000000000000000000000000000000000000,2022-08-10T00:36:07+00:00
\x020ca66c30bec2c4fe3861a94e4db4a498a35872,\x00000000006c3852cbef3e08e8df289169ede581,0.000000000000000000000000000000000000,2022-08-10T00:47:29+00:00
